Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Yes,444,Sales,39,1,Other,1,6149,1,Female,83,2,2,Research Scientist,1,Married,24690.0,716010.0,0,Y,No,45,1,3,80,1,23,6,1,6,1,4,1
34,No,Yes,194,Human Resources,11,1,Human Resources,1,4298,1,Male,199,2,5,Research Director,2,Divorced,44885.0,1346550.0,5,Y,No,28,3,4,80,3,27,2,3,25,13,19,23
25,No,Yes,1479,Software,44,2,Medical,1,1030,1,Female,42,1,3,Laboratory Technician,1,Single,33825.0,507375.0,8,Y,No,5,4,1,80,4,24,5,2,16,10,16,4
20,Yes,No,933,Sales,40,1,Marketing,1,6730,4,Male,56,4,2,Healthcare Representative,2,Divorced,29537.0,620277.0,1,Y,No,24,4,3,80,3,9,4,2,5,5,2,3
60,No,Yes,888,Research & Development,39,3,Human Resources,1,4930,4,Female,97,2,2,Research Director,3,Married,34790.0,104370.0,3,Y,No,13,2,4,80,1,8,2,2,1,1,1,1
22,No,No,1332,Support,30,2,Marketing,1,3281,1,Male,162,2,2,Sales Executive,3,Married,46774.0,982254.0,6,Y,No,25,3,2,80,2,4,2,1,1,1,1,1
21,No,Yes,403,Sales,27,1,Life Sciences,1,8125,3,Female,173,1,2,Sales Representative,4,Single,28890.0,751140.0,3,Y,Yes,49,2,3,80,4,25,2,3,4,3,3,3
30,No,No,825,Hardware,11,3,Marketing,1,1251,4,Male,139,3,2,Research Director,1,Divorced,19174.0,325958.0,3,Y,Yes,29,4,4,80,1,34,6,1,24,14,4,2
21,No,Yes,306,Sales,44,4,Other,1,8906,1,Female,164,4,4,Human Resources,4,Divorced,38317.0,421487.0,5,Y,No,15,4,3,80,2,19,5,4,15,2,7,6
43,Yes,Yes,1326,Support,50,4,Human Resources,1,1232,2,Male,126,2,5,Research Director,2,Single,7770.0,147630.0,6,Y,Yes,44,4,2,80,1,10,4,1,4,2,2,3
43,No,No,1376,Human Resources,49,5,Medical,1,6451,3,Male,165,1,3,Laboratory Technician,1,Divorced,10529.0,147406.0,5,Y,Yes,9,2,3,80,4,22,6,3,11,5,5,7
27,No,No,1217,Support,21,1,Technical Degree,1,7916,3,Male,147,2,1,Laboratory Technician,3,Divorced,35417.0,1027093.0,8,Y,Yes,49,4,1,80,3,23,6,2,8,1,7,6
26,Yes,No,284,Support,16,5,Life Sciences,1,8273,4,Male,130,2,3,Sales Executive,3,Single,35835.0,501690.0,1,Y,Yes,41,1,3,80,1,32,4,2,14,3,7,14
20,Yes,Yes,883,Human Resources,28,1,Human Resources,1,3805,4,Male,96,1,2,Research Scientist,2,Married,19657.0,471768.0,3,Y,No,45,2,4,80,1,23,2,2,20,15,8,8
54,Yes,No,145,Support,8,4,Technical Degree,1,1786,4,Male,148,1,1,Manufacturing Director,2,Married,47933.0,1246258.0,7,Y,No,45,4,3,80,2,1,5,1,1,1,1,1
25,No,Yes,110,Software,35,3,Other,1,3137,1,Male,96,2,5,Human Resources,4,Married,37009.0,74018.0,2,Y,Yes,31,2,1,80,1,10,3,1,10,2,7,1
40,Yes,Yes,770,Research & Development,44,4,Medical,1,4635,2,Male,145,1,5,Sales Representative,3,Single,47221.0,141663.0,6,Y,No,49,4,1,80,4,34,6,3,17,4,1,15
18,No,No,1123,Human Resources,1,2,Life Sciences,1,1501,1,Male,81,3,3,Manufacturing Director,4,Divorced,48512.0,388096.0,3,Y,Yes,35,2,2,80,3,3,3,3,1,1,1,1
34,Yes,No,186,Support,20,2,Technical Degree,1,9439,4,Female,112,1,5,Sales Representative,2,Married,19667.0,177003.0,2,Y,Yes,9,3,2,80,2,19,2,1,2,1,2,1
56,Yes,Yes,650,Sales,28,1,Life Sciences,1,1599,4,Male,101,3,4,Manager,2,Single,30160.0,663520.0,6,Y,Yes,11,3,2,80,2,30,2,2,11,1,2,9
46,Yes,No,691,Sales,43,4,Medical,1,5801,2,Female,143,3,5,Healthcare Representative,1,Single,9146.0,228650.0,2,Y,Yes,21,3,2,80,2,19,4,1,6,5,4,5
44,No,Yes,1167,Support,20,3,Other,1,9320,2,Female,163,3,4,Laboratory Technician,3,Married,15691.0,360893.0,0,Y,Yes,3,3,1,80,2,26,6,3,17,10,12,3
27,Yes,No,889,Hardware,40,1,Life Sciences,1,666,3,Male,77,3,3,Research Scientist,2,Single,6007.0,84098.0,7,Y,No,46,3,1,80,4,6,3,2,2,2,1,1
44,No,Yes,787,Hardware,28,1,Other,1,5673,4,Male,166,2,2,Research Scientist,3,Divorced,10259.0,205180.0,8,Y,Yes,25,2,4,80,1,2,1,2,1,1,1,1
41,Yes,No,720,Human Resources,19,2,Technical Degree,1,8151,2,Female,131,4,1,Developer,2,Divorced,25650.0,359100.0,4,Y,Yes,6,3,2,80,2,18,6,2,12,9,2,9
46,Yes,Yes,179,Software,3,3,Other,1,1751,4,Female,39,1,4,Sales Representative,4,Married,1240.0,9920.0,1,Y,Yes,7,1,1,80,2,19,5,2,13,2,10,3
58,Yes,No,587,Research & Development,23,5,Marketing,1,7051,4,Male,35,4,3,Laboratory Technician,3,Divorced,33288.0,233016.0,3,Y,Yes,41,4,1,80,1,2,2,3,2,2,2,2
28,Yes,Yes,499,Hardware,8,2,Life Sciences,1,4202,2,Male,59,4,2,Research Director,3,Married,23324.0,303212.0,7,Y,No,41,3,4,80,1,22,5,4,17,4,13,9
51,Yes,Yes,1326,Human Resources,18,5,Marketing,1,5989,3,Male,101,4,4,Manager,3,Married,37252.0,409772.0,2,Y,No,24,2,2,80,3,26,1,4,4,3,3,3
21,No,Yes,618,Hardware,37,1,Marketing,1,3394,4,Male,130,4,3,Research Scientist,4,Single,12712.0,292376.0,3,Y,Yes,19,1,4,80,4,35,4,3,8,4,7,5
58,No,Yes,698,Human Resources,20,3,Technical Degree,1,6129,2,Female,180,1,5,Developer,1,Divorced,10025.0,80200.0,0,Y,Yes,10,4,4,80,3,6,6,3,6,5,4,4
34,No,No,940,Human Resources,44,4,Marketing,1,7473,4,Male,40,2,2,Manager,4,Divorced,5818.0,93088.0,1,Y,Yes,22,2,3,80,2,28,5,1,21,20,7,2
51,Yes,No,813,Sales,34,4,Technical Degree,1,6336,2,Male,53,4,1,Human Resources,2,Single,41468.0,1036700.0,4,Y,Yes,37,1,2,80,2,32,4,3,16,15,5,13
58,No,Yes,161,Support,42,3,Technical Degree,1,8161,2,Male,174,2,3,Human Resources,3,Divorced,3786.0,56790.0,6,Y,No,38,2,3,80,4,16,4,3,16,15,15,11
35,No,No,658,Research & Development,4,1,Human Resources,1,5175,2,Male,108,4,2,Sales Representative,1,Divorced,34530.0,207180.0,4,Y,No,30,4,4,80,2,6,4,4,3,1,2,3
46,Yes,Yes,272,Research & Development,17,2,Technical Degree,1,680,1,Female,33,1,2,Manufacturing Director,3,Married,37479.0,936975.0,4,Y,Yes,45,3,1,80,3,10,6,1,7,4,1,7
38,No,No,757,Hardware,44,5,Medical,1,4259,2,Female,110,3,4,Manufacturing Director,2,Single,21356.0,106780.0,3,Y,Yes,19,1,2,80,1,5,1,2,5,2,2,2
52,No,Yes,574,Sales,5,1,Life Sciences,1,8771,2,Male,147,1,4,Sales Representative,2,Divorced,18616.0,465400.0,8,Y,No,42,4,1,80,4,6,1,3,1,1,1,1
59,Yes,Yes,463,Software,17,3,Other,1,7222,1,Female,180,2,5,Healthcare Representative,2,Single,14210.0,142100.0,4,Y,Yes,46,4,2,80,3,18,6,4,16,11,12,4
48,Yes,Yes,332,Human Resources,3,4,Other,1,891,2,Male,121,2,1,Manufacturing Director,3,Single,46186.0,877534.0,6,Y,No,23,3,4,80,1,27,5,2,12,12,11,3
59,No,Yes,498,Hardware,25,2,Life Sciences,1,1198,1,Male,156,1,2,Manager,3,Single,42062.0,546806.0,3,Y,No,44,2,1,80,2,39,3,3,10,7,9,3
23,Yes,Yes,788,Support,19,4,Marketing,1,5035,2,Female,129,4,1,Sales Executive,2,Divorced,38794.0,737086.0,0,Y,No,24,3,4,80,4,30,2,3,29,20,1,22
27,No,No,340,Support,48,5,Human Resources,1,694,4,Female,48,2,2,Research Scientist,2,Single,20800.0,478400.0,5,Y,Yes,16,2,3,80,1,24,1,4,11,9,11,10
32,Yes,Yes,682,Support,22,2,Human Resources,1,5244,1,Male,69,1,2,Sales Representative,2,Married,20760.0,269880.0,5,Y,No,34,4,1,80,1,1,4,3,1,1,1,1
35,No,Yes,953,Research & Development,2,2,Human Resources,1,8559,4,Female,148,4,2,Healthcare Representative,3,Married,2361.0,70830.0,0,Y,No,21,1,3,80,4,20,5,2,11,6,2,10
56,Yes,Yes,967,Support,29,2,Medical,1,5809,3,Female,147,1,2,Sales Representative,3,Married,9773.0,273644.0,0,Y,Yes,25,3,3,80,3,2,4,1,1,1,1,1
56,No,Yes,322,Hardware,21,4,Human Resources,1,4265,1,Male,70,3,4,Manufacturing Director,4,Single,29140.0,524520.0,0,Y,No,9,4,2,80,2,31,5,1,15,6,7,13
25,Yes,No,1194,Hardware,30,2,Human Resources,1,9862,3,Male,110,1,1,Healthcare Representative,2,Divorced,4627.0,18508.0,2,Y,No,38,3,3,80,3,7,3,3,3,3,3,3
18,Yes,Yes,1244,Human Resources,2,4,Other,1,3231,2,Male,199,2,1,Sales Executive,4,Single,29923.0,718152.0,3,Y,No,28,3,3,80,4,14,6,3,4,1,4,2
54,Yes,Yes,205,Research & Development,36,3,Life Sciences,1,954,4,Male,100,1,4,Sales Executive,1,Divorced,42303.0,592242.0,2,Y,Yes,34,2,3,80,1,24,3,4,20,3,15,12
41,No,Yes,433,Hardware,18,4,Medical,1,6714,2,Male,78,3,4,Manager,2,Married,11119.0,189023.0,3,Y,No,19,2,2,80,3,38,2,3,36,27,35,13
45,No,Yes,1276,Human Resources,31,3,Life Sciences,1,3524,2,Male,38,3,4,Research Scientist,1,Divorced,41768.0,710056.0,5,Y,Yes,0,1,4,80,3,7,2,1,3,1,3,3
22,Yes,No,1137,Human Resources,32,5,Medical,1,336,3,Female,129,4,4,Manufacturing Director,3,Married,20498.0,553446.0,6,Y,Yes,30,1,1,80,3,27,2,1,27,7,22,21
42,No,Yes,1004,Software,45,3,Technical Degree,1,3860,1,Female,122,1,1,Manufacturing Director,1,Divorced,42658.0,469238.0,6,Y,Yes,43,3,3,80,2,6,1,1,6,6,1,6
53,No,No,549,Research & Development,8,1,Marketing,1,5943,1,Male,97,2,2,Healthcare Representative,2,Married,28495.0,199465.0,5,Y,Yes,32,3,3,80,2,31,5,4,20,6,19,8
58,Yes,No,391,Hardware,8,5,Life Sciences,1,9860,2,Male,42,3,2,Sales Representative,2,Married,5671.0,90736.0,2,Y,Yes,2,4,4,80,4,3,3,4,3,1,1,2
30,Yes,Yes,1347,Software,42,3,Medical,1,6706,1,Female,157,2,5,Manager,1,Married,13695.0,13695.0,5,Y,Yes,13,2,3,80,2,20,4,2,16,2,10,14
59,No,Yes,492,Sales,24,1,Human Resources,1,2957,3,Female,152,1,2,Human Resources,3,Married,21079.0,21079.0,6,Y,Yes,25,3,1,80,2,34,3,1,12,7,9,11
28,Yes,Yes,1318,Support,46,4,Other,1,7738,3,Female,178,4,2,Sales Executive,3,Divorced,8161.0,40805.0,1,Y,No,17,4,2,80,2,17,3,1,11,6,2,2
33,No,No,728,Support,26,5,Other,1,330,2,Male,161,2,3,Manufacturing Director,1,Single,18869.0,75476.0,5,Y,No,25,3,3,80,1,39,4,2,17,3,2,16
18,Yes,Yes,392,Support,45,3,Human Resources,1,5563,1,Male,168,3,3,Laboratory Technician,4,Married,18115.0,470990.0,3,Y,No,18,4,4,80,3,17,6,3,2,1,1,2
45,No,Yes,100,Sales,26,1,Marketing,1,5170,3,Female,176,1,2,Sales Executive,4,Married,22769.0,569225.0,1,Y,No,42,2,4,80,3,40,3,3,33,10,6,21
38,Yes,Yes,330,Research & Development,18,1,Marketing,1,3286,2,Female,58,3,1,Healthcare Representative,4,Single,33857.0,507855.0,7,Y,Yes,0,4,4,80,2,33,4,3,29,27,6,1
51,No,Yes,1038,Hardware,7,1,Human Resources,1,5131,1,Female,31,4,4,Research Director,1,Single,36494.0,620398.0,7,Y,No,24,2,3,80,4,25,5,4,15,12,10,1
56,Yes,No,925,Research & Development,33,1,Marketing,1,6346,1,Female,86,2,4,Manufacturing Director,1,Single,19049.0,247637.0,6,Y,No,10,3,2,80,4,19,5,2,5,1,1,4
58,Yes,Yes,1381,Support,25,1,Other,1,970,4,Male,166,2,5,Sales Representative,2,Single,45072.0,90144.0,1,Y,No,21,2,3,80,1,14,5,1,13,1,3,1
25,Yes,Yes,1496,Research & Development,13,1,Other,1,7621,1,Male,89,3,3,Laboratory Technician,4,Married,50470.0,706580.0,3,Y,Yes,9,2,3,80,3,2,4,1,1,1,1,1
39,No,Yes,982,Software,43,2,Marketing,1,8993,4,Female,191,2,2,Manufacturing Director,4,Single,17689.0,53067.0,5,Y,Yes,23,2,1,80,2,27,4,2,18,16,11,1
30,No,No,420,Software,40,2,Technical Degree,1,5056,1,Female,153,2,2,Manager,3,Married,3813.0,19065.0,2,Y,No,15,4,2,80,1,34,1,3,10,2,9,8
52,No,No,148,Sales,8,2,Medical,1,5450,3,Male,119,4,1,Sales Representative,3,Single,12091.0,253911.0,2,Y,No,14,3,3,80,2,3,4,1,3,2,3,2
54,Yes,No,226,Sales,49,2,Technical Degree,1,490,1,Female,59,1,5,Human Resources,2,Married,31725.0,95175.0,3,Y,Yes,35,2,1,80,1,16,3,1,11,7,11,4
34,Yes,No,1377,Software,25,3,Medical,1,6022,2,Male,101,2,4,Healthcare Representative,4,Single,29865.0,209055.0,1,Y,No,42,3,1,80,2,7,5,1,6,5,1,1
50,Yes,Yes,140,Research & Development,10,1,Other,1,3148,2,Male,118,1,2,Manager,4,Single,28504.0,484568.0,5,Y,Yes,24,2,4,80,3,2,5,1,1,1,1,1
47,Yes,Yes,1186,Software,29,5,Life Sciences,1,9882,3,Male,167,2,3,Research Director,3,Single,7127.0,71270.0,3,Y,Yes,24,4,2,80,4,25,6,4,13,4,7,5
29,Yes,No,1477,Support,9,1,Life Sciences,1,4887,4,Female,58,3,1,Manufacturing Director,1,Single,48714.0,925566.0,4,Y,Yes,27,1,4,80,3,18,6,4,15,9,5,6
59,No,Yes,156,Support,13,3,Marketing,1,746,4,Female,69,4,3,Research Director,4,Divorced,50468.0,908424.0,1,Y,No,13,1,4,80,4,10,1,1,7,5,7,7
43,Yes,Yes,183,Hardware,23,2,Human Resources,1,6970,1,Male,51,1,2,Healthcare Representative,2,Divorced,42020.0,378180.0,2,Y,Yes,31,4,3,80,3,8,5,1,6,3,1,5
29,Yes,Yes,1472,Research & Development,13,4,Technical Degree,1,9226,4,Female,118,3,3,Healthcare Representative,2,Single,49441.0,692174.0,0,Y,Yes,2,2,1,80,4,6,3,2,2,2,1,2
29,Yes,No,650,Hardware,27,1,Marketing,1,7899,1,Female,59,4,3,Research Director,4,Single,20748.0,207480.0,8,Y,No,40,4,4,80,2,2,4,4,2,2,1,1
40,Yes,No,1445,Sales,28,4,Other,1,4725,1,Male,122,2,2,Human Resources,1,Married,10344.0,237912.0,5,Y,No,17,4,2,80,1,6,3,3,3,3,2,3
53,Yes,No,717,Human Resources,42,1,Human Resources,1,5507,3,Male,39,4,2,Manager,4,Divorced,31618.0,474270.0,4,Y,Yes,35,4,4,80,2,14,3,2,10,3,4,8
46,Yes,No,575,Human Resources,11,5,Medical,1,3220,4,Male,167,2,3,Sales Representative,4,Divorced,50020.0,1250500.0,5,Y,Yes,3,4,2,80,4,34,1,2,17,14,5,4
41,No,Yes,281,Software,1,5,Human Resources,1,7477,2,Female,171,1,3,Healthcare Representative,1,Single,7907.0,197675.0,6,Y,No,5,2,4,80,2,12,6,4,7,7,2,4
50,No,Yes,1188,Sales,36,1,Marketing,1,1519,3,Female,83,3,1,Research Scientist,4,Divorced,33261.0,864786.0,3,Y,Yes,35,4,3,80,1,27,5,1,12,4,7,9
59,No,Yes,1216,Sales,47,2,Marketing,1,3705,4,Female,157,4,5,Manager,3,Single,7105.0,120785.0,1,Y,Yes,36,2,4,80,4,30,1,2,27,22,26,23
33,No,Yes,1045,Software,31,5,Marketing,1,8285,3,Male,188,1,5,Laboratory Technician,1,Married,39494.0,552916.0,6,Y,No,34,3,4,80,2,35,3,1,11,10,1,6
18,Yes,Yes,1406,Research & Development,13,3,Marketing,1,1450,3,Female,159,3,3,Developer,1,Married,44028.0,176112.0,8,Y,Yes,42,3,3,80,3,30,6,4,3,2,2,2
53,No,Yes,1465,Sales,25,1,Life Sciences,1,2785,1,Female,186,3,1,Human Resources,3,Divorced,15877.0,317540.0,5,Y,Yes,8,1,2,80,4,29,1,1,28,18,4,24
28,No,No,1009,Software,1,4,Technical Degree,1,8333,3,Male,159,1,2,Sales Executive,3,Single,32998.0,164990.0,6,Y,Yes,0,4,4,80,3,12,3,4,7,6,7,6
31,Yes,Yes,190,Sales,4,2,Medical,1,4569,2,Female,197,4,4,Research Director,1,Married,44248.0,575224.0,3,Y,Yes,12,1,3,80,4,20,1,4,18,8,5,4
25,Yes,Yes,710,Support,33,5,Life Sciences,1,2474,2,Male,74,1,2,Sales Representative,3,Married,1032.0,5160.0,4,Y,Yes,47,3,4,80,3,11,5,1,9,2,6,4
24,No,Yes,655,Hardware,12,2,Marketing,1,2426,3,Male,99,2,4,Manager,1,Married,44522.0,133566.0,1,Y,Yes,43,4,4,80,2,16,3,4,8,4,8,7
55,No,Yes,301,Support,36,5,Marketing,1,7434,3,Female,182,3,1,Manufacturing Director,4,Single,50758.0,152274.0,8,Y,Yes,44,2,3,80,4,17,5,2,3,2,3,2
53,No,Yes,666,Support,12,3,Other,1,4791,3,Female,47,4,1,Sales Representative,4,Single,12841.0,269661.0,4,Y,Yes,3,4,3,80,4,11,1,3,8,3,7,4
31,No,Yes,732,Human Resources,3,3,Life Sciences,1,7726,1,Female,155,3,2,Manager,3,Divorced,14000.0,224000.0,7,Y,No,35,2,2,80,3,10,2,4,4,2,4,2
60,Yes,No,323,Software,12,3,Other,1,2164,3,Male,105,1,5,Manufacturing Director,4,Married,24050.0,120250.0,1,Y,Yes,20,2,4,80,3,4,6,1,1,1,1,1
31,No,Yes,217,Software,29,2,Medical,1,9600,1,Male,156,2,3,Sales Representative,1,Divorced,19543.0,117258.0,2,Y,Yes,37,1,3,80,3,16,6,4,5,2,4,2
58,No,Yes,1408,Software,30,1,Medical,1,1358,4,Female,164,1,2,Manager,2,Divorced,10889.0,272225.0,4,Y,No,19,2,3,80,3,6,6,1,2,1,2,2
28,Yes,Yes,1166,Sales,15,1,Other,1,2135,1,Male,153,1,5,Laboratory Technician,3,Married,20341.0,569548.0,6,Y,Yes,24,2,3,80,1,30,6,3,17,5,10,12
57,No,Yes,894,Human Resources,13,4,Marketing,1,9889,3,Female,72,4,3,Manufacturing Director,3,Divorced,48682.0,146046.0,0,Y,Yes,35,3,3,80,2,23,6,3,4,4,1,2
52,Yes,No,918,Human Resources,4,2,Life Sciences,1,4144,2,Male,106,2,4,Research Scientist,4,Divorced,26418.0,158508.0,8,Y,Yes,39,3,3,80,3,36,3,3,27,22,20,1
44,No,No,391,Human Resources,8,4,Marketing,1,266,2,Male,186,4,4,Sales Representative,2,Single,20091.0,542457.0,6,Y,Yes,47,1,3,80,2,31,5,4,19,8,1,19
58,No,Yes,1041,Human Resources,6,4,Technical Degree,1,4416,2,Male,88,1,1,Research Scientist,4,Divorced,48950.0,1468500.0,1,Y,No,10,3,3,80,3,14,2,1,5,3,5,5
56,Yes,Yes,539,Research & Development,1,3,Technical Degree,1,484,3,Male,168,1,4,Human Resources,4,Married,31037.0,744888.0,1,Y,No,36,4,2,80,4,4,2,4,1,1,1,1
21,No,No,1046,Software,25,4,Life Sciences,1,6820,2,Female,67,2,5,Manager,4,Divorced,30659.0,122636.0,2,Y,Yes,31,3,2,80,2,36,2,2,9,8,3,9
24,Yes,No,139,Sales,6,2,Medical,1,2083,1,Female,113,1,3,Manager,2,Single,1182.0,13002.0,8,Y,Yes,12,4,2,80,1,2,3,2,2,2,2,2
28,Yes,Yes,779,Support,13,5,Life Sciences,1,1331,3,Female,52,3,2,Laboratory Technician,4,Single,26011.0,468198.0,0,Y,No,26,2,1,80,3,22,6,1,13,11,13,2
19,No,No,1269,Hardware,35,5,Marketing,1,5007,3,Female,174,1,1,Research Scientist,4,Single,42437.0,424370.0,8,Y,No,4,4,3,80,3,20,6,3,5,4,2,5
44,No,No,594,Support,17,5,Technical Degree,1,6965,2,Male,177,2,2,Manager,4,Divorced,49199.0,737985.0,2,Y,Yes,6,4,1,80,3,35,3,1,16,7,5,5
22,No,Yes,199,Hardware,2,3,Technical Degree,1,3919,1,Female,160,4,5,Sales Executive,2,Divorced,8610.0,172200.0,0,Y,Yes,40,1,4,80,1,14,5,3,10,9,4,1
25,Yes,Yes,1221,Hardware,4,1,Marketing,1,8289,1,Male,165,1,3,Research Scientist,4,Single,8813.0,8813.0,5,Y,No,31,2,1,80,4,21,5,2,16,9,9,1
20,Yes,No,759,Hardware,12,1,Marketing,1,802,2,Female,31,4,1,Sales Executive,4,Single,48436.0,920284.0,6,Y,Yes,17,3,4,80,1,37,5,1,27,22,26,12
31,Yes,No,1137,Hardware,39,4,Technical Degree,1,9775,1,Female,116,4,2,Sales Representative,4,Married,40467.0,1133076.0,5,Y,Yes,5,1,3,80,2,7,4,2,6,5,6,4
26,No,No,966,Human Resources,3,4,Human Resources,1,3756,4,Male,123,4,1,Research Scientist,3,Divorced,36675.0,1026900.0,7,Y,Yes,42,4,3,80,2,30,1,4,6,1,3,5
31,Yes,Yes,1419,Software,10,4,Other,1,3557,1,Female,47,3,2,Laboratory Technician,2,Single,28578.0,542982.0,1,Y,Yes,13,1,4,80,2,8,6,4,7,7,7,3
23,No,Yes,1024,Hardware,41,4,Life Sciences,1,7592,2,Female,199,2,5,Sales Representative,1,Married,38935.0,973375.0,2,Y,No,41,1,2,80,3,20,5,4,11,5,5,6
34,Yes,Yes,180,Human Resources,44,1,Other,1,8126,2,Male,181,2,1,Human Resources,3,Single,8947.0,205781.0,2,Y,No,19,2,1,80,4,31,2,3,12,7,5,10
55,No,Yes,1203,Software,41,5,Life Sciences,1,6345,2,Female,45,4,5,Research Director,2,Married,33452.0,367972.0,6,Y,No,42,3,1,80,2,27,6,2,13,4,2,12
51,No,Yes,686,Research & Development,22,1,Technical Degree,1,4836,4,Female,146,4,2,Research Scientist,2,Divorced,48871.0,1075162.0,4,Y,No,14,4,2,80,1,24,2,2,23,8,2,17
49,No,Yes,1034,Support,48,3,Medical,1,8313,2,Female,183,1,2,Research Scientist,3,Divorced,27300.0,382200.0,1,Y,No,15,1,3,80,1,20,6,2,7,1,4,7
28,Yes,No,404,Software,34,4,Medical,1,7088,1,Male,34,3,1,Research Scientist,2,Single,35119.0,526785.0,4,Y,No,14,3,2,80,1,18,5,1,13,11,13,6
30,Yes,No,787,Support,16,5,Other,1,7454,4,Female,162,2,3,Manufacturing Director,2,Divorced,13358.0,146938.0,7,Y,Yes,32,4,2,80,1,4,4,4,3,2,3,3
52,Yes,Yes,962,Sales,46,4,Human Resources,1,6625,1,Female,91,2,5,Manufacturing Director,3,Single,2441.0,39056.0,6,Y,No,48,1,3,80,2,30,4,4,10,1,9,2
54,No,Yes,514,Hardware,36,4,Human Resources,1,8408,4,Male,92,2,5,Sales Executive,2,Divorced,3101.0,58919.0,0,Y,Yes,45,3,1,80,1,10,3,1,3,1,1,3
21,No,Yes,1088,Research & Development,34,3,Other,1,4865,3,Female,40,4,2,Manager,4,Married,24117.0,458223.0,2,Y,Yes,47,1,2,80,3,19,1,3,18,7,14,6
33,Yes,Yes,1053,Hardware,28,5,Technical Degree,1,7616,1,Male,159,4,5,Research Director,2,Divorced,33029.0,231203.0,3,Y,No,25,3,1,80,4,13,3,3,4,4,2,2
38,No,No,596,Software,2,4,Other,1,1242,4,Male,41,2,2,Sales Representative,1,Married,6199.0,12398.0,1,Y,Yes,8,1,1,80,4,28,5,2,4,4,3,2
27,Yes,Yes,507,Hardware,19,3,Life Sciences,1,7772,4,Male,196,1,5,Research Scientist,1,Married,30542.0,335962.0,3,Y,No,16,3,4,80,3,21,3,1,5,5,1,1
57,No,No,388,Research & Development,11,1,Marketing,1,5026,1,Male,178,4,5,Laboratory Technician,4,Divorced,18379.0,128653.0,4,Y,Yes,37,2,2,80,1,1,6,2,1,1,1,1
54,No,No,942,Research & Development,29,4,Other,1,1851,3,Female,96,3,2,Sales Executive,4,Divorced,36564.0,219384.0,0,Y,No,7,3,3,80,1,40,6,3,15,5,11,5
43,Yes,No,177,Hardware,26,3,Life Sciences,1,6070,2,Female,94,1,1,Laboratory Technician,3,Married,14442.0,303282.0,1,Y,No,48,4,3,80,4,10,1,1,3,2,1,3
32,No,No,923,Hardware,44,4,Human Resources,1,4751,2,Male,138,3,5,Human Resources,3,Single,30313.0,909390.0,0,Y,Yes,25,4,1,80,3,30,5,4,7,7,6,3
51,No,Yes,942,Human Resources,5,5,Other,1,9221,2,Female,188,1,3,Human Resources,4,Single,50181.0,702534.0,2,Y,No,22,2,1,80,1,2,4,4,1,1,1,1
36,No,Yes,380,Research & Development,18,5,Human Resources,1,47,2,Male,174,4,4,Sales Representative,3,Married,36986.0,406846.0,5,Y,Yes,42,3,4,80,4,8,5,2,7,4,6,1
31,No,No,1428,Sales,39,3,Marketing,1,6570,3,Male,163,2,3,Human Resources,3,Single,4047.0,89034.0,5,Y,No,41,4,2,80,1,37,4,2,36,31,33,27
33,Yes,Yes,1132,Software,21,3,Human Resources,1,2457,1,Female,81,4,2,Healthcare Representative,4,Married,29344.0,586880.0,6,Y,Yes,12,1,1,80,1,25,2,1,7,5,5,3
32,No,Yes,1193,Software,35,2,Marketing,1,3666,4,Male,169,4,5,Healthcare Representative,3,Single,19804.0,514904.0,4,Y,Yes,22,1,2,80,4,16,6,4,13,2,8,11
18,Yes,No,413,Human Resources,18,1,Marketing,1,9953,1,Male,47,2,5,Laboratory Technician,1,Married,1317.0,13170.0,0,Y,Yes,41,1,3,80,4,26,1,3,14,12,11,7
31,Yes,Yes,713,Support,43,5,Life Sciences,1,4393,1,Female,162,1,3,Healthcare Representative,1,Married,10254.0,256350.0,1,Y,Yes,15,2,4,80,4,39,6,4,4,1,3,2
58,No,Yes,1217,Software,4,3,Life Sciences,1,8486,3,Male,124,1,5,Sales Executive,4,Divorced,36371.0,872904.0,5,Y,Yes,41,2,3,80,3,19,5,2,18,10,5,6
45,No,No,1278,Sales,33,5,Other,1,4807,1,Female,156,2,4,Human Resources,4,Single,5332.0,15996.0,4,Y,No,17,2,4,80,2,5,5,1,2,2,2,1
41,Yes,Yes,832,Hardware,8,2,Life Sciences,1,1910,4,Male,88,4,5,Laboratory Technician,3,Married,34918.0,663442.0,8,Y,No,41,1,3,80,3,40,4,2,27,16,5,12
19,Yes,Yes,1305,Hardware,21,4,Marketing,1,6195,2,Male,44,1,2,Sales Representative,2,Divorced,39506.0,513578.0,5,Y,No,10,2,4,80,3,3,4,4,3,3,3,2
28,Yes,Yes,1254,Software,25,3,Marketing,1,7230,4,Male,131,2,3,Sales Representative,2,Single,24065.0,601625.0,0,Y,No,35,3,4,80,3,10,4,2,2,1,1,2
